player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mfv_media_3y,mv_storica,mfv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,vorp_points,target_price_500,target_price_1000,clearing_price_1000,clearing_price_500,target_flags,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr,predicted_contrib_p10,predicted_contrib_p50,predicted_contrib_p90,contrib_volatility_spread
Turati,P,Por,SAS,1,0.1,6.0,0.5,0.0,0.0,0.0,1,6.0,6.217,4.82,4.152,3.07,2.936,0.7054,0.454,0.0,0.0,0.016,0.0,3.0,,0.014,0.0,0.001,0.0,0.0,0.9714,1.594,105,10,0,0.408,0,2,0,False,0.0,0.4485,0.4777,0.0,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1,31.4,123.6,221.0,189.6
Ziolkowski,D,Dc,MON,1,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,5.94,5.78,5.94,5.78,0.0,,0.237,,,,,1.0,0.141,0.041,0.025,0.007,0.025,0.36,0.9337,1.178,0,0,0,0.0,0,1,0,False,0.0,0.4485,0.4485,0.0,1,8,2,1,floor_qi;clearing_observed(historical),8,1,6,34.7,98.1,197.4,162.7
Lazzari,D,Dd;E,LAZ,2,0.5,6.0,0.5,0.0,0.0,0.0,5,9.0,5.848,5.807,6.037,6.093,0.166,-0.0567,0.725,0.028,0.089,0.157,0.0,4.0,0.268,1.055,0.025,0.064,0.025,0.366,0.9953,1.856,162,12,0,0.63,0,2,10,False,0.0,0.4484,0.4952,0.0,2,5,2,1,floor_qi;clearing_observed(historical),5,2,3,54.3,135.5,205.6,151.3
Dovbyk,A,Pc,BOL,15,5.1,6.0,0.5,0.0,0.0,0.0,51,2.0,6.0,6.91,6.0,6.98,0.0,,0.592,0.333,0.067,0.0,0.044,2.0,6.85,2.107,0.557,0.135,0.509,2.395,1.004,1.952,310,13,1,1.0,0,2,60,False,0.0,0.4479,0.5269,4.4,15,51,17,8,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),51,15,34,42.9,141.8,208.0,165.1
Davis K.,A,Pc,UDI,19,10.8,6.0,0.5,0.0,0.0,0.0,108,3.0,6.193,6.912,6.173,6.783,0.132,0.06,0.447,0.261,0.109,0.152,0.087,3.0,6.06,2.281,0.367,0.186,0.284,2.308,0.965,1.523,325,12,1,1.0,1,0,68,True,0.5,0.4478,0.5268,46.1,15,86,60,30,fade(0.79);clearing_observed(asta_xlsx),86,15,26,68.5,183.5,219.1,150.6
Rrahmani Al.,A,Pc,VEN,7,1.3,6.0,0.5,0.0,0.0,0.0,13,7.0,6.155,6.307,6.114,6.269,0.123,0.02,0.752,0.065,0.015,0.12,0.0,4.0,1.998,0.92,0.076,0.032,0.076,0.779,0.9494,1.351,152,7,1,0.891,0,2,19,False,0.0,0.4469,0.5158,10.9,7,13,13,7,no_prior_data,13,7,0,58.3,148.3,216.8,158.5
Sutalo J.,D,Dc,LAZ,7,1.9,6.0,0.5,0.0,0.0,0.0,19,,,,,,,,,,,,,,,,,,,,0.9953,1.856,203,14,0,0.7,0,1,0,False,0.0,0.4469,0.4993,0.0,7,19,5,2,no_prior_data;clearing_observed(historical),19,7,14,43.2,151.1,213.3,170.1
Spinazzola,D,Ds;E,NAP,8,2.5,6.0,0.5,0.0,0.0,0.0,25,10.0,6.123,6.398,6.108,6.252,0.124,0.0088,0.547,0.046,0.112,0.051,0.0,4.0,0.985,3.186,0.045,0.18,0.045,0.719,1.0241,2.173,150,14,0,0.583,1,1,124,True,0.5,0.4464,0.4892,6.0,5,16,21,10,fade(0.76);team_discount(NAP);clearing_observed(historical),16,5,-5,65.8,168.7,210.3,144.5
Dodò,D,Dd;E,FIO,9,2.0,6.0,0.5,0.0,0.0,0.0,20,1.0,5.99,6.03,5.99,6.03,0.0,,0.947,0.028,0.056,0.194,0.0,4.0,1.172,3.251,0.034,0.128,0.034,0.64,1.0124,2.045,190,10,1,1.0,1,1,90,True,0.5,0.4462,0.525,0.0,8,18,52,26,fade(0.91);clearing_observed(asta_xlsx),18,8,-34,68.7,154.9,207.6,138.9
Rensch,D,B;Dd;E,ROM,4,1.4,6.0,0.5,0.0,0.0,0.0,14,2.0,6.127,6.397,6.11,6.345,0.05,,0.355,0.053,0.211,0.053,0.0,2.0,0.587,1.74,0.066,0.191,0.066,0.495,1.0268,2.203,81,12,0,0.315,0,0,0,False,0.0,0.4461,0.4682,0.0,4,14,2,1,thin_prior_sample_no_fade;clearing_observed(historical),14,4,12,38.8,123.7,200.7,161.9
Schingtienne,D,Dc,VEN,3,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.7,5.63,5.7,5.63,0.0,,0.395,0.0,0.0,0.133,0.0,1.0,,0.097,0.0,0.008,0.0,0.0,0.9494,1.351,32,3,0,0.124,2,0,180,True,1.0,0.4455,0.4539,16.9,3,10,3,1,no_prior_data;clearing_observed(historical),10,3,7,68.5,179.6,207.5,139.0
Milla,C,M;C,COM,6,3.0,6.0,0.5,0.0,0.0,0.0,30,,,,,,,,,,,,,,,,,,,,1.0068,1.982,123,2,1,0.778,2,0,180,True,1.0,0.4454,0.5043,5.0,6,30,6,3,no_prior_data;clearing_observed(historical),30,6,24,56.2,169.2,216.9,160.7
Okoye,P,Por,UDI,9,2.8,6.0,0.5,0.0,0.0,0.0,28,3.0,6.097,4.828,6.113,4.803,0.042,-0.05,0.667,0.0,0.013,0.053,0.0,3.0,,0.024,0.0,0.001,0.0,0.0,0.965,1.523,93,2,1,0.662,2,0,180,True,1.0,0.4451,0.4942,8.2,9,28,1,1,goalkeeper_no_fade;clearing_observed(asta_xlsx),28,9,27,54.0,158.4,220.3,166.3
Mora,C,T,ROM,20,10.0,6.0,0.5,0.0,0.0,0.0,100,2.0,5.773,5.727,5.785,5.715,0.035,,0.25,0.0,0.0,0.294,0.0,,,,,,,,1.0268,2.203,12,2,0,0.047,1,1,84,True,0.5,0.445,0.4482,0.0,20,100,73,37,no_prior_data;clearing_observed(historical),100,20,27,91.2,150.1,207.2,116.0
Koutsoupias,C,C,FRO,4,1.1,6.0,0.5,0.0,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,0.9827,1.718,114,2,1,0.743,0,1,0,False,0.0,0.4449,0.5007,0.0,4,11,11,4,no_prior_data,11,4,0,44.6,152.3,216.0,171.4
Bernasconi,D,Ds;E,ATA,6,1.8,6.0,0.5,0.0,0.0,0.0,18,1.0,6.09,6.16,6.09,6.16,0.0,,0.579,0.0,0.136,0.136,0.0,1.0,0.419,3.146,0.024,0.18,0.024,0.516,1.0354,2.298,75,2,1,0.592,1,1,71,True,0.5,0.4448,0.4881,12.5,6,18,13,7,thin_prior_sample_no_fade;clearing_observed(historical),18,6,5,70.8,175.2,209.6,138.8
Bisseck,D,Dc,INT,12,3.6,6.0,0.5,0.0,0.0,0.0,36,3.0,6.17,6.602,6.193,6.66,0.148,-0.07,0.535,0.131,0.082,0.098,0.0,3.0,2.373,0.869,0.124,0.053,0.124,1.173,1.1,3.009,103,5,1,0.701,1,1,99,True,0.5,0.4446,0.4968,7.6,12,36,5,2,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),36,12,31,71.7,170.3,214.0,142.3
Zaniolo,C,T;A,UDI,18,8.0,6.0,0.5,0.0,0.0,0.0,80,7.0,6.108,6.438,5.199,5.456,2.126,0.2121,0.618,0.142,0.078,0.305,0.0,3.0,4.382,2.611,0.281,0.182,0.281,2.784,0.965,1.523,201,13,1,1.0,1,0,89,True,0.5,0.4446,0.523,7.1,15,69,9,4,fade(0.86);clearing_observed(asta_xlsx),69,15,60,69.0,171.3,211.3,142.3
Rrahmani,D,Dc,NAP,15,5.1,6.0,0.5,0.0,0.0,0.0,51,7.0,6.155,6.307,6.114,6.269,0.123,0.02,0.752,0.065,0.015,0.12,0.0,4.0,1.998,0.92,0.076,0.032,0.076,0.779,1.0241,2.173,165,8,1,0.942,2,0,180,True,1.0,0.4445,0.5177,5.4,13,43,30,15,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),43,13,13,73.5,168.1,212.2,138.7
Calò,C,M;C,FRO,8,2.7,6.0,0.5,0.0,0.0,0.0,27,,,,,,,,,,,,,,,,,,,,0.9827,1.718,116,6,1,0.751,2,0,172,True,1.0,0.4442,0.5006,5.0,8,27,15,8,no_prior_data;clearing_observed(historical),27,8,12,56.2,169.2,216.9,160.7
Venturino,C,W,GEN,2,0.4,6.0,0.5,0.0,0.0,0.0,4,2.0,6.183,6.85,6.345,7.345,0.485,,0.132,,,,,2.0,0.587,0.524,0.352,0.253,0.352,2.172,0.9593,1.46,7,3,0,0.027,0,0,0,False,0.0,0.4442,0.446,0.0,2,4,4,2,floor_qi,4,2,0,37.3,103.7,212.4,175.1
Pellegrini Lo.,C,C;T,ROM,9,2.0,6.0,0.5,0.0,0.0,0.0,20,11.0,5.937,6.408,6.066,6.562,0.182,-0.0058,0.699,0.168,0.14,0.202,0.034,4.0,5.068,3.937,0.278,0.186,0.215,2.2,1.0268,2.203,352,10,1,1.0,0,0,0,False,0.0,0.4439,0.5222,0.0,9,20,5,2,thin_prior_sample_no_fade;clearing_observed(historical),20,9,15,75.8,148.9,202.2,126.4
Pedraza,D,Ds;E,LAZ,6,1.4,6.0,0.5,0.0,0.0,0.0,14,,,,,,,,,,,,,4.0,3.561,2.328,0.262,0.18,0.203,2.209,0.9953,1.856,301,5,1,1.0,1,1,105,True,0.5,0.4438,0.5221,9.3,6,14,4,2,no_prior_data;clearing_observed(historical),14,6,10,48.7,172.0,213.5,164.8
Elphege,A,Pc,PAR,3,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,6.0,6.88,6.0,6.88,0.0,,0.211,,,,,1.0,2.35,0.357,0.712,0.108,0.712,1.818,0.9545,1.408,66,4,0,0.257,0,2,22,False,0.0,0.4427,0.4604,0.0,3,11,4,2,thin_prior_sample_no_fade;clearing_observed(historical),11,3,7,34.5,97.7,195.8,161.3
Tavares N.,D,Ds;E,LAZ,7,2.5,6.0,0.5,0.0,0.0,0.0,25,2.0,6.033,6.033,6.095,6.15,0.185,,0.592,0.0,0.156,0.156,0.0,2.0,1.276,3.815,0.076,0.214,0.076,1.236,0.9953,1.856,194,12,0,0.7,1,1,75,True,0.5,0.4422,0.4941,7.9,7,25,51,26,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),25,7,-26,71.6,170.6,209.7,138.1
Joao Mario,D,Dd;E,FIO,3,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.79,6.0,5.79,6.0,0.0,,0.368,0.071,0.071,0.143,0.0,1.0,0.281,0.733,0.025,0.066,0.025,0.628,1.0124,2.045,54,7,0,0.21,1,1,92,True,0.5,0.4422,0.4566,0.0,3,12,24,12,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),12,3,-12,69.9,147.9,207.2,137.3
Ciervo,C,W,CAG,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,6.0,6.14,6.0,6.14,0.0,,0.184,,,,,,,,,,,,0.9604,1.472,0,0,0,0.0,0,1,12,False,0.0,0.4417,0.4417,0.0,1,1,1,1,floor_qi,1,1,0,34.2,101.3,197.6,163.4
Boga,A,W;A,JUV,7,2.7,6.0,0.5,0.0,0.0,0.0,27,6.0,6.165,6.862,6.107,6.707,0.117,0.0126,0.618,0.17,0.085,0.007,0.0,2.0,3.267,2.363,0.358,0.298,0.358,2.337,1.0076,1.992,167,9,1,0.949,1,1,78,True,0.5,0.4416,0.5149,25.4,7,27,11,6,thin_prior_sample_no_fade;clearing_observed(historical),27,7,16,59.3,162.8,220.2,160.9
Ngom,C,M;C,LEC,4,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.69,5.65,5.69,5.65,0.0,,0.342,0.0,0.0,0.077,0.0,1.0,0.241,0.191,0.026,0.02,0.026,0.531,0.9201,1.029,28,2,0,0.109,2,0,162,True,1.0,0.4415,0.4488,4.8,4,12,12,4,thin_prior_sample_no_fade,12,4,0,66.6,169.0,214.9,148.3
Ilic,C,M;C,LEC,1,1.0,6.0,0.5,0.0,0.0,0.0,10,6.0,5.982,5.993,6.005,6.127,0.064,-0.0026,0.601,0.07,0.054,0.14,0.0,4.0,0.807,2.362,0.071,0.156,0.071,0.857,0.9201,1.029,275,15,0,0.7,0,1,18,False,0.0,0.4415,0.4933,0.0,1,10,2,1,floor_qi;clearing_observed(historical),10,1,8,44.8,129.9,202.5,157.7
Kouadio,D,Dd;Dc,MON,3,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,6.0,6.0,6.0,6.0,0.0,,0.026,,,,,2.0,2.278,2.636,0.087,0.094,0.087,0.977,0.9337,1.178,0,0,0,0.0,2,0,180,True,1.0,0.4414,0.4414,20.5,3,14,4,2,thin_prior_sample_no_fade;clearing_observed(historical),14,3,10,74.5,183.2,217.3,142.8
Jovanovic,C,W;T,UDI,2,0.5,6.0,0.5,0.0,0.0,0.0,5,,,,,,,,,,,,,,,,,,,,0.965,1.523,132,3,1,0.813,0,0,0,False,0.0,0.4403,0.5014,0.0,2,5,5,2,floor_qi,5,2,0,44.6,152.3,216.0,171.4
Leysen F.,D,Ds;Dc,SAS,6,1.2,6.0,0.5,0.0,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,0.9714,1.594,126,6,1,0.79,1,1,106,True,0.5,0.4393,0.4983,9.3,6,12,12,6,no_prior_data,12,6,0,50.4,172.0,214.0,163.6
Obert,D,B;Ds;E,CAG,7,1.5,6.0,0.5,0.0,0.0,0.0,15,4.0,5.815,5.812,5.765,5.765,0.241,0.06,0.461,0.015,0.061,0.197,0.0,3.0,1.038,1.672,0.047,0.094,0.047,0.411,0.9604,1.472,105,10,0,0.408,2,0,177,True,1.0,0.4392,0.4678,0.0,7,15,5,3,fade(0.98);clearing_observed(historical),15,7,10,101.2,161.7,203.8,102.6
Martinez Jo.,P,Por,INT,17,6.8,6.0,0.5,0.0,0.0,0.0,68,3.0,6.123,5.328,6.147,5.29,0.123,-0.07,0.404,0.0,0.0,0.056,0.0,1.0,1.261,0.421,0.353,0.118,0.353,3.913,1.1,3.009,140,12,0,0.544,2,0,180,True,1.0,0.4391,0.4781,0.0,17,68,1,1,goalkeeper_no_fade;clearing_observed(asta_xlsx),68,17,67,60.1,150.2,219.6,159.5
Cissè A.,C,W;T,MIL,5,2.4,6.0,0.5,0.0,0.0,0.0,24,1.0,,,,,0.0,,,,,,,,,,,,,,1.0464,2.419,143,2,1,0.856,2,0,125,True,1.0,0.439,0.5037,0.0,4,22,19,10,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(historical),22,4,3,61.0,164.2,213.3,152.3
Sulemana I.,C,M;C,SAS,3,0.7,6.0,0.5,0.0,0.0,0.0,7,4.0,5.883,6.272,5.918,6.19,0.17,-0.041,0.368,0.06,0.0,0.22,0.0,1.0,2.488,2.28,0.225,0.207,0.225,2.266,0.9714,1.594,122,7,0,0.474,0,0,0,False,0.0,0.4389,0.4725,0.0,3,7,7,3,thin_prior_sample_no_fade,7,3,0,44.4,110.3,188.2,143.8
Vitik,D,Dc,BOL,4,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.94,5.86,5.94,5.86,0.0,,0.474,0.0,0.0,0.167,0.0,1.0,0.738,0.171,0.05,0.012,0.05,0.545,1.004,1.952,127,12,0,0.494,0,2,0,False,0.0,0.4388,0.4739,0.0,4,10,10,5,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),10,4,0,36.8,110.9,190.1,153.3
De Bruyne,C,T,NAP,17,10.8,6.0,0.5,0.0,0.0,0.0,108,1.0,6.26,7.24,6.26,7.24,0.0,,0.447,0.294,0.118,0.059,0.176,1.0,3.516,4.023,0.269,0.308,0.094,2.066,1.0241,2.173,327,10,1,1.0,0,2,57,False,0.0,0.4381,0.5154,0.0,14,92,141,70,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),92,14,-49,46.8,147.6,215.4,168.6
Mangas,D,Ds;E,MON,7,1.5,6.0,0.5,0.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,0.9337,1.178,129,5,1,0.802,2,0,180,True,1.0,0.4381,0.498,5.3,7,15,7,3,no_prior_data;clearing_observed(historical),15,7,8,53.1,168.0,213.7,160.6
De Winter,D,Dd;Dc,MIL,5,2.0,6.0,0.5,0.0,0.0,0.0,20,5.0,5.798,5.94,4.634,4.672,2.317,1.162,0.592,0.044,0.022,0.178,0.0,4.0,1.412,0.477,0.05,0.023,0.05,0.381,1.0464,2.419,98,6,1,0.681,2,0,180,True,1.0,0.438,0.4878,0.0,4,18,5,2,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(historical),18,4,13,65.0,162.0,209.7,144.7
Amorim,C,M;C,GEN,4,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,5.72,5.67,5.72,5.67,0.0,,0.237,,,,,1.0,0.127,0.757,0.021,0.123,0.021,0.325,0.9593,1.46,0,0,0,0.0,1,1,87,True,0.5,0.4377,0.4377,12.0,4,11,2,1,thin_prior_sample_no_fade;clearing_observed(historical),11,4,9,69.2,176.2,207.8,138.6
Goglichidze,D,Dd;Dc,MON,2,0.5,6.0,0.5,0.0,0.0,0.0,5,3.0,4.795,4.693,3.837,3.763,2.713,2.875,0.513,0.0,0.03,0.091,0.0,2.0,0.457,0.219,0.025,0.013,0.025,0.272,0.9337,1.178,0,0,0,0.0,0,0,0,False,0.0,0.4376,0.4376,0.0,2,5,5,2,floor_qi,5,2,0,31.0,115.1,201.2,170.2
Pessina Mas.,P,Por,BOL,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,6.12,5.62,6.12,5.62,0.0,,0.105,,,,,,,,,,,,1.004,1.952,0,0,0,0.0,0,2,0,False,0.0,0.4375,0.4375,0.0,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1,31.4,102.7,208.5,177.1
Volpato,C,W;T,SAS,9,2.5,6.0,0.5,0.0,0.0,0.0,25,4.0,6.02,6.372,6.247,7.297,0.446,-0.273,0.296,0.079,0.105,0.132,0.0,3.0,1.055,1.794,0.115,0.257,0.115,1.768,0.9714,1.594,79,7,0,0.307,2,0,148,True,1.0,0.4372,0.4583,16.7,9,25,7,4,thin_prior_sample_no_fade;clearing_observed(historical),25,9,18,90.2,180.9,220.7,130.5
Bakoune,D,Dd;E,MON,2,0.4,6.0,0.5,0.0,0.0,0.0,4,,,,,,,,,,,,,,,,,,,,0.9337,1.178,142,2,1,0.852,1,1,70,True,0.5,0.4371,0.5011,9.3,2,4,2,1,floor_qi;clearing_observed(historical),4,2,2,50.4,172.0,214.3,163.9
Zarraga,C,M;C,UDI,2,0.4,6.0,0.5,0.0,0.0,0.0,4,3.0,5.813,5.985,5.867,6.19,0.144,-0.16,0.307,0.056,0.0,0.0,0.0,3.0,0.487,0.164,0.077,0.026,0.077,0.852,0.965,1.523,53,2,0,0.206,0,2,31,False,0.0,0.4371,0.451,0.0,2,4,4,2,floor_qi,4,2,0,31.8,106.0,196.7,164.9
Pavard,D,Dd;Dc,INT,6,1.4,6.0,0.5,0.0,0.0,0.0,14,3.0,6.315,6.29,6.28,6.247,0.184,0.105,0.386,0.0,0.07,0.233,0.0,2.0,0.621,1.055,0.038,0.058,0.038,0.632,1.1,3.009,139,8,0,0.541,1,1,90,True,0.5,0.4369,0.4755,14.1,6,14,4,2,thin_prior_sample_no_fade;clearing_observed(historical),14,6,10,65.7,176.8,215.2,149.5
Desplanches,P,Por,FRO,2,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9827,1.718,140,4,1,0.844,0,2,0,False,0.0,0.4368,0.5001,1.4,2,1,1,2,floor_qi,1,2,0,42.0,151.6,221.8,179.8
Tourè E.,A,Pc,PAR,10,3.7,6.0,0.5,0.0,0.0,0.0,37,1.0,,,,,0.0,,,,,,,1.0,1.883,1.041,0.459,0.254,0.459,2.927,0.9545,1.408,380,10,1,1.0,2,0,170,True,1.0,0.4365,0.5135,22.6,10,37,5,2,thin_prior_sample_no_fade;clearing_observed(historical),37,10,32,57.6,160.0,213.6,156.0
Bremer,D,Dc,JUV,16,6.0,6.0,0.5,0.0,0.0,0.0,60,8.0,6.372,6.605,6.14,6.316,0.258,0.0929,0.635,0.119,0.022,0.168,0.0,4.0,1.79,0.669,0.113,0.028,0.113,0.794,1.0076,1.992,341,6,1,1.0,2,0,180,True,1.0,0.4362,0.5132,26.1,11,42,66,33,fade(0.70);clearing_observed(asta_xlsx),42,11,-24,76.7,188.8,216.1,139.4
Belghali,D,Dd;E,TOR,7,2.0,6.0,0.5,0.0,0.0,0.0,20,1.0,6.1,6.21,6.1,6.21,0.0,,0.684,0.077,0.0,0.231,0.0,1.0,2.601,2.21,0.121,0.103,0.121,0.977,0.9571,1.436,313,8,1,1.0,0,0,0,False,0.0,0.436,0.513,0.0,6,17,17,6,fade(0.85),17,6,0,47.6,149.7,200.9,153.3
Fazzini,C,C;T,CAG,6,2.3,6.0,0.5,0.0,0.0,0.0,23,4.0,6.067,6.235,6.03,6.143,0.226,0.044,0.474,0.069,0.028,0.194,0.0,4.0,1.851,1.167,0.149,0.105,0.149,1.624,0.9604,1.472,215,14,0,0.7,2,0,123,True,1.0,0.436,0.4872,1.6,6,23,12,6,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),23,6,11,77.2,165.8,215.0,137.8
Ferguson,C,M;C,BOL,7,2.3,6.0,0.5,0.0,0.0,0.0,23,4.0,6.002,6.177,6.135,6.49,0.217,-0.16,0.651,0.152,0.04,0.172,0.01,1.0,3.481,1.686,0.403,0.195,0.403,3.012,1.004,1.952,238,5,1,1.0,2,0,180,True,1.0,0.4359,0.5128,0.0,7,23,6,3,thin_prior_sample_no_fade;clearing_observed(historical),23,7,17,65.7,160.8,212.4,146.7
Kulenovic,A,Pc,TOR,4,0.9,6.0,0.5,0.0,0.0,0.0,9,1.0,5.71,5.79,5.71,5.79,0.0,,0.184,,,,,1.0,0.852,0.341,0.27,0.108,0.27,1.585,0.9571,1.436,0,0,0,0.0,0,2,26,False,0.0,0.4358,0.4358,0.0,4,9,2,1,thin_prior_sample_no_fade;clearing_observed(historical),9,4,7,32.9,103.7,187.9,155.0
Gabbia,D,Dc,MIL,7,1.5,6.0,0.5,0.0,0.0,0.0,15,7.0,5.978,6.03,5.844,5.809,0.21,0.0289,0.383,0.056,0.0,0.183,0.0,4.0,1.56,0.174,0.065,0.01,0.065,0.617,1.0464,2.419,121,8,0,0.471,0,2,17,False,0.0,0.4355,0.4686,0.0,6,13,2,1,fade(0.97);team_discount(MIL);clearing_observed(asta_xlsx),13,6,11,44.5,109.9,189.2,144.7
Marianucci,D,Dc,NAP,1,0.3,6.0,0.5,0.0,0.0,0.0,3,2.0,5.757,5.73,5.77,5.73,0.04,,0.316,0.0,0.042,0.083,0.0,2.0,0.229,0.564,0.034,0.058,0.034,0.515,1.0241,2.173,54,4,0,0.21,0,0,0,False,0.0,0.4352,0.4494,0.0,1,3,3,1,floor_qi;team_discount(NAP),3,1,0,32.3,105.6,195.3,163.0
Oristanio,C,W;T,TOR,6,1.2,6.0,0.5,0.0,0.0,0.0,12,3.0,5.923,6.137,5.977,6.213,0.141,-0.16,0.693,0.076,0.051,0.063,0.0,3.0,3.438,1.253,0.212,0.079,0.212,1.884,0.9571,1.436,201,10,1,1.0,0,2,0,False,0.0,0.4351,0.5119,0.0,6,12,23,12,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),12,6,-11,31.3,130.2,209.5,178.2
Pessina,C,M;C,MON,6,1.5,6.0,0.5,0.0,0.0,0.0,15,7.0,6.092,6.248,6.081,6.344,0.093,-0.0021,0.647,0.126,0.042,0.12,0.042,3.0,2.933,1.194,0.141,0.046,0.063,0.751,0.9337,1.178,178,3,1,0.992,0,0,0,False,0.0,0.4347,0.5107,0.0,6,15,3,2,no_prior_data;clearing_observed(historical),15,6,12,50.9,136.0,211.3,160.4
Zambo Anguissa,C,C,NAP,10,4.1,6.0,0.5,0.0,0.0,0.0,41,5.0,6.192,6.728,6.186,6.5,0.199,-0.006,0.763,0.09,0.09,0.11,0.0,,,,,,,,1.0241,2.173,179,10,1,0.996,2,0,147,True,1.0,0.4343,0.5106,8.2,8,35,90,45,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),35,8,-55,71.7,172.4,222.1,150.4
Chukwueze,C,E;W,MIL,8,2.2,6.0,0.5,0.0,0.0,0.0,22,3.0,5.783,6.052,5.87,6.177,0.263,-0.26,0.325,0.111,0.111,0.028,0.0,2.0,2.634,2.98,0.239,0.279,0.239,2.811,1.0464,2.419,111,10,0,0.432,2,0,180,True,1.0,0.4337,0.4637,0.0,7,20,15,8,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(historical),20,7,5,65.3,150.8,213.4,148.1
Cambiaghi,C,W;A,BOL,8,2.5,6.0,0.5,0.0,0.0,0.0,25,5.0,6.063,6.41,4.902,5.204,2.452,1.187,0.678,0.107,0.087,0.087,0.0,4.0,2.395,2.209,0.171,0.134,0.171,2.2,1.004,1.952,213,6,1,1.0,2,0,150,True,1.0,0.4336,0.5101,0.0,8,25,2,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),25,8,23,66.1,157.2,219.8,153.7
Ismajli,D,Dc,TOR,7,1.3,6.0,0.5,0.0,0.0,0.0,13,6.0,5.97,5.937,5.848,5.76,0.214,0.0694,0.596,0.007,0.022,0.154,0.0,4.0,0.587,0.223,0.022,0.009,0.022,0.263,0.9571,1.436,283,16,0,0.7,1,1,113,True,0.5,0.433,0.4838,3.8,7,13,2,1,thin_prior_sample_no_fade;clearing_observed(historical),13,7,11,52.9,166.5,209.1,156.2
Juan Jesus,D,Ds;Dc,VEN,4,1.0,6.0,0.5,0.0,0.0,0.0,10,11.0,5.815,5.692,5.75,5.676,0.265,0.0202,0.392,0.025,0.006,0.229,0.0,4.0,0.427,0.269,0.038,0.017,0.038,0.295,0.9494,1.351,98,8,0,0.381,0,0,0,False,0.0,0.4327,0.4589,0.0,4,10,10,4,thin_prior_sample_no_fade,10,4,0,45.8,109.0,184.8,139.0
Sverko,D,Ds;Dc,VEN,3,0.7,6.0,0.5,0.0,0.0,0.0,7,1.0,5.75,5.86,5.75,5.86,0.0,,0.368,0.071,0.0,0.214,0.0,1.0,0.201,0.38,0.016,0.03,0.016,0.24,0.9494,1.351,77,5,0,0.299,0,0,0,False,0.0,0.4327,0.453,0.0,3,7,7,3,no_prior_data,7,3,0,39.1,104.5,182.7,143.6
Vicario,P,Por,JUV,17,7.0,6.0,0.5,0.0,0.0,0.0,70,3.0,6.423,5.002,6.44,4.97,0.043,-0.05,0.64,0.0,0.0,0.058,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0076,1.992,176,7,1,0.984,2,0,179,True,1.0,0.4312,0.5059,11.1,17,70,63,31,goalkeeper_no_fade;clearing_observed(historical),70,17,7,52.2,161.3,229.7,177.5
